338,5
339,5
340,5
341,4
342,-1
343,4
344,5
345,5
346,5
347,5
348,5
349,5
350,-1
351,5
352,5
353,5
354,5
355,6
356,6
357,6
358,6
359,6
360,5
361,5
362,4
363,5
364,3
365,3
366,5
367,4
368,-1
369,-1
370,-1
371,-1
372,-1
373,4
374,4
375,4
376,-1
377,-1
378,-1
379,4
380,4
381,4
382,4
383,4
384,4
385,5
386,5
387,5
388,5
389,5
390,5
391,5
392,5
393,5
394,5
395,4
396,5
397,5
398,5
399,5
400,-1
401,5
402,-1
403,-1
404,-1
405,5
406,-1
407,-1
408,-1
409,5
410,-1
411,-1
412,5
413,5
414,5
415,4
416,4
417,4
418,4
419,-1
420,4
421,4
422,4
423,4
424,4
425,4
426,4
427,4
428,4
429,-1
430,4
431,4
432,4
433,4
434,-1
435,4
436,4
437,-1
438,-1
439,4
440,4
441,4
442,4
443,4
444,1
445,4
446,4
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,4
457,1
458,1
459,1
460,4
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,4
469,4
470,4
471,4
472,4
473,4
474,4
475,4
476,4
477,4
478,4
479,4
480,4
481,4
482,4
483,4
484,4
485,4
486,4
487,4
488,4
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,4
525,4
526,4
527,4
528,4
529,4
530,4
531,1
532,1
533,1
534,1
535,4
536,4
537,4
538,4
539,4
540,4
541,1
542,1
543,4
544,4
545,4
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,4
554,1
555,4
556,4
557,4
558,4
559,3
560,2
561,2
562,2
563,-1
564,-1
565,-1
566,2
567,3
568,3
569,3
570,3
571,2
572,2
573,2
574,3
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,3
595,3
596,2
597,2
598,3
599,3
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,3
614,2
615,3
616,-1
617,2
618,3
619,2
620,3
621,-1
622,2
623,2
624,2
625,2
626,2
627,2
628,3
629,2
630,3
631,2
632,3
633,2
634,3
635,3
636,-1
637,4
638,4
639,4
640,4
641,4
642,4
643,4
644,4
645,4
646,4
647,4
648,4
649,1
650,1
651,1
652,1
653,1
654,4
655,4
656,4
657,4
658,4
659,4
660,4
661,4
662,1
663,4
664,4
665,4
666,4
667,1
668,4
669,4
670,4
671,4
672,4
673,4
674,4
675,4
676,1
677,1
678,4
679,4
680,4
681,4
682,4
683,4
684,1
685,4
686,4
687,4
688,4
689,4
690,1
691,1
692,1
693,1
694,4
695,1
696,1
697,4
698,4
699,4
700,4
701,4
702,4
703,1
704,4
705,1
706,1
707,1
708,1
709,-1
710,4
711,4
712,1
713,1
714,1
715,1
716,4
717,4
718,4
719,4
720,4
721,4
722,4
723,4
724,4
725,4
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,-1
740,4
741,4
742,4
743,4
744,1
745,1
746,1
747,1
748,1
749,4
750,1
751,1
752,1
753,1
754,4
755,4
756,1
757,1
758,4
759,1
760,4
761,1
762,4
763,4
764,4
765,1
766,1
767,1
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,1
778,4
779,4
780,1
781,6
782,2
783,4
784,4
785,2
786,4
787,2
788,4
789,2
790,4
791,4
792,4
793,2
794,2
795,4
796,4
797,2
798,2
799,2
800,2
801,2
802,2
803,2
804,2
805,2
806,2
807,2
808,2
809,2
810,2
811,2
812,2
813,2
814,6
815,6
816,2
817,2
818,2
819,-1
820,2
821,6
822,2
823,2
824,2
825,-1
826,4
827,4
828,-1
829,-1
830,-1
831,2
832,2
833,2
834,2
835,4
836,4
837,2
838,2
839,2
840,2
841,4
842,-1
843,-1
844,-1
845,-1
846,-1
847,-1
848,-1
849,-1
850,-1
851,-1
852,-1
853,-1
854,-1
855,-1
856,-1
857,-1
858,-1
859,-1
860,-1
861,-1
862,2
863,2
864,2
865,2
866,2
867,2
868,2
869,2
870,2
871,2
872,2
873,4
874,4
875,4
876,4
877,4
878,4
879,4
880,4
881,4
882,4
883,4
884,4
885,4
886,1
887,4
888,4
889,4
890,4
891,1
892,4
893,4
894,4
895,4
896,1
897,4
898,-1
899,-1
900,-1
901,-1
902,1
903,1
904,1
905,1
906,4
907,1
908,1
909,4
910,4
911,4
912,4
913,4
914,1
915,1
916,-1
917,1
918,1
919,1
920,1
921,-1
922,-1
923,1
924,1
925,-1
926,1
927,1
928,1
929,-1
930,-1
931,1
932,1
933,1
934,-1
935,1
936,1
937,-1
938,-1
939,-1
940,-1
941,-1
942,1
943,1
944,1
945,1
946,1
947,1
948,1
949,1
950,1
951,-1
952,-1
953,-1
954,-1
955,1
956,1
957,-1
958,1
959,1
960,-1
961,1
962,1
963,1
964,-1
965,-1
966,-1
967,-1
968,1
969,1
970,1
971,1
972,1
973,-1
974,-1
975,-1
976,-1
977,-1
978,1
979,1
980,-1
981,-1
982,-1
983,-1
984,-1
985,-1
986,1
987,1
988,1
989,1
990,1
991,-1
992,-1
993,-1
994,-1
995,-1
996,-1
997,-1
998,-1
999,-1
1000,-1
1001,-1
1002,4
1003,4
1004,4
1005,4
1006,4
1007,4
1008,4
1009,4
1010,4
1011,4
1012,1
1013,1
1014,4
1015,4
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,4
1023,1
1024,1
1025,-1
1026,-1
1027,-1
1028,-1
1029,-1
1030,-1
1031,-1
1032,-1
1033,4
1034,-1
1035,4
1036,-1
1037,-1
1038,4
1039,4
1040,4
1041,-1
1042,4
1043,4
1044,4
1045,4
1046,4
1047,4
1048,-1
1049,-1
1050,-1
1051,-1
1052,-1
1053,-1
1054,-1
1055,4
1056,4
1057,4
1058,4
1059,-1
1060,4
1061,4
1062,4
1063,4
1064,4
1065,4
1066,4
1067,4
1068,4
1069,4
1070,4
1071,4
1072,4
1073,4
1074,4
1075,4
1076,4
1077,4
1078,1
1079,4
1080,4
1081,4
1082,4
1083,4
1084,4
1085,4
1086,4
1087,4
1088,4
1089,4
1090,4
1091,4
1092,4
1093,4
1094,4
1095,4
1096,4
1097,4
1098,4
1099,4
1100,4
1101,4
1102,4
1103,4
1104,4
1105,4
1106,4
1107,4
1108,4
1109,4
1110,4
1111,4
1112,4
1113,4
1114,4
1115,4
1116,4
1117,4
1118,4
1119,4
1120,4
1121,4
1122,4
1123,4
1124,4
1125,4
1126,4
1127,4
1128,4
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,4
1150,-1
1151,-1
